txn_id,date,account_id,counterparty,description,amount,currency
TXN-P1-0039,2025-11-26,ACC-7801,Eastgate Payroll Co (Zhezkazgan compound),Compressed air utility charge — May,-1096125.15,USD
TXN-P10-0016,2025-11-26,ACC-7810,Ironclad Security Services (Taraz site),Credit facility interest — H2 2025,-639303.58,USD
TXN-P3-0034,2025-11-26,ACC-7803,Ashford Tax Advisory Holdings,Liability insurance — Atyrau terminal 2025,-9958958.72,USD
TXN-9247-0008,2025-11-27,ACC-9247,Glenwood Power (Zhezkazgan compound),"Interest true-up charge — Shymkent depot, period 02 2025",-4354486.44,USD
TXN-9289-0041,2025-11-27,ACC-9289,Hartley Utility Trust Partners (Shymkent depot),Interest on working capital line — Taraz site 2025,-8009593.81,USD
TXN-P3-0027,2025-11-27,ACC-7803,Bridgeport Logistics Corp,Marketing research panel subscription 2025,-238441.92,USD
TXN-P8-0036,2025-11-27,ACC-7808,Hartley Security Group (Pavlodar block),"Insurance deductible recovery — Kyzylorda station, Q4",2790305.49,USD
TXN-P8-0042,2025-11-27,ACC-7808,Juniper Janitorial Ltd,Regional marketing campaign production — Aktobe hub,-7408064.41,USD
TXN-9071-0010,2025-11-28,ACC-9071,Juniper Payroll Associates JSC,"Marketing agency credit note — Turkistan point, July 2025",11530260.57,USD
TXN-9364-0012,2025-11-28,ACC-9364,Hartley Building Services Holdings Enterprise,"Motor third-party insurance — Oskemen unit, Q3 2025",-93327.94,USD
TXN-9374-0016,2025-11-28,ACC-9374,Kingsley Office Supplies Corp Trading House (Karaganda yard),Payroll for drivers — Ekibastuz block B 2025,-1324918.37,USD
TXN-9434-0008,2025-11-28,ACC-9434,Glenwood Insurance Ltd,"Point-of-sale marketing materials — Uralsk annex, October",-426138.93,USD
TXN-P10-0047,2025-11-29,ACC-7810,Glenwood Cleaning Ltd,Marketing translation and localisation — Kostanay centre,-13105437.79,USD
TXN-9246-0035,2025-11-30,ACC-9246,Lakeshore Insurance Brokers LLP,Vehicle livery marketing application,-208056.72,USD
TXN-9466-0022,2025-11-30,ACC-9466,Ashford Logistics LP (Kostanay centre),"Point-of-sale marketing materials — Almaty office, August 2025",-3330324.81,USD
TXN-P3-0008,2025-11-30,ACC-7803,Ironwood Facilities Partners,"Directors and officers insurance — Atyrau terminal, August",-731378.19,USD
TXN-P5-0032,2025-11-30,ACC-7805,Eastgate Water Works Ltd (Almaty office),Accrued interest payment — instalment 2,-481640.90,USD
TXN-P9-0046,2025-11-30,ACC-7809,Sentinel Insurance Group Group,"Water charge adjustment credit — Kostanay centre, Q1",371181.10,USD
TXN-9259-0038,2025-12-01,ACC-9259,Cedarville Supply Corp Group,Customs duty and tax payment 2025,-4145729.43,USD
TXN-9834-0014,2025-12-01,ACC-9834,Vanguard Payroll Co (Pavlodar block),VAT refund received — Turkistan point 2025,249646.64,USD
TXN-B4-0008,2025-12-01,ACC-7204,Harborview Properties Partners (Ekibastuz block B),Customs duty and tax payment — Atyrau terminal,-680514.75,USD
TXN-P1-0027,2025-12-01,ACC-7801,Juniper Property Services Company,Electricity for pumping station — Kostanay centre,-82098.81,USD
TXN-P2-0026,2025-12-01,ACC-7802,Ironwood Leasing Partners (Atyrau terminal),Payroll overfunding returned — December 2025,2163185.04,USD
TXN-9826-0034,2025-12-02,ACC-9826,Foxridge Office Supplies Holdings Supply,"Insurance claim reimbursement — Astana branch, H1 2025",9702685.04,USD
TXN-P10-0002,2025-12-02,ACC-7810,Saryarka Capital Partners LLP,Management advisory retainer,-318663.44,USD
TXN-P4-0052,2025-12-02,ACC-7804,Ironwood Realty Services,"Parking garage lease — Ekibastuz block B, period 04",-1099617.09,USD
TXN-P5-0008,2025-12-02,ACC-7805,Cedarville Logistics Co (Karaganda yard),Customs duty and tax payment — Taraz site 2025,-696594.44,USD
TXN-9176-0027,2025-12-03,ACC-9176,Ashford Leasing Inc Trading House,"Municipal tax levy — Oskemen unit, September 2025",-1217959.75,USD
TXN-9749-0027,2025-12-03,ACC-9749,Dunmore Tax Advisory Group (Atyrau terminal),"Interest on bridge facility — Oskemen unit, Q4",-11572642.36,USD
TXN-B4-0001,2025-12-03,ACC-7204,Hartley Catering LP Supply,"Insurance deductible recovery — Shymkent depot, August",4109763.55,USD
TXN-P3-0030,2025-12-03,ACC-7803,Glenwood Waste Systems Trust Group,Radio ad campaign schedule — Oskemen unit,-13690215.11,USD
TXN-9586-0042,2025-12-04,ACC-9586,Dunmore Property LLC Group,Marketing agency credit note,8066121.92,USD
TXN-P8-0031,2025-12-04,ACC-7808,Kyzylorda Drilling Personnel LLP,Rotational staff payroll settlement Q4 2025,,USD
TXN-P9-0027,2025-12-04,ACC-7809,Juniper Courier Ltd,Depot yard rent — Q3 2025,-340336.85,USD
TXN-9010-0007,2025-12-05,ACC-9010,Initech Software Licenses Trading House,"Compressed air utility charge — Aktobe hub, instalment 2 2025",-3211027.22,USD
TXN-9055-0050,2025-12-05,ACC-9055,Cedarville Water Works Corp Holding,"Group medical insurance premium — Zhezkazgan compound, instalment 3",-637812.23,USD
TXN-9774-0025,2025-12-05,ACC-9774,Bridgeport Tax Advisory Services (Zhezkazgan compound),"Group insurance experience refund — Oskemen unit, period 03 2025",252528.91,USD
TXN-B4-0032,2025-12-05,ACC-7204,Dunmore Realty Company,Property insurance premium — Uralsk annex,-1066700.84,USD
TXN-9390-0030,2025-12-06,ACC-9390,Eastgate Telecom Group Trading House,"Unearned insurance premium return — Oskemen unit, H2 2025",1113802.97,USD
TXN-9642-0002,2025-12-06,ACC-9642,Kingsley Water Works Solutions (Semey base),Customs duty and tax payment — Aktobe hub 2025,-574463.20,USD
TXN-9878-0049,2025-12-06,ACC-9878,Ashford Catering Associates (Almaty office),"Accrued interest payment — Karaganda yard, Q3",-618612.31,USD
TXN-P8-0025,2025-12-06,ACC-7808,Dunmore Power Ltd,Interest on working capital line — period 03,-358623.84,EUR
TXN-P8-0047,2025-12-06,ACC-7808,Ironwood Landscaping Inc Service Centre (Pavlodar block),Marketing agency credit note,3534594.74,USD
TXN-9071-0028,2025-12-07,ACC-9071,Bridgeport Logistics Corp Ltd,Tax overpayment refunded — H2,1085864.89,USD
TXN-9791-0046,2025-12-07,ACC-9791,Foxridge Catering Partners,Environmental emissions tax — H2,-367488.40,USD
TXN-P10-0007,2025-12-07,ACC-7810,Hartley Catering LP (Shymkent depot),Interest credited on current account 2025,316925.24,USD
TXN-P8-0019,2025-12-07,ACC-7808,Ironwood Catering Corp (Shymkent depot),Customer newsletter marketing production 2025,-1992329.27,USD
TXN-9487-0043,2025-12-08,ACC-9487,Eastgate Water Works Ltd,"Lease incentive received — Turkistan point, H2",315668.23,USD
TXN-9496-0029,2025-12-08,ACC-9496,Ashford Supply Group,Electricity overbilling refund — January,4112375.75,USD
TXN-9550-0030,2025-12-08,ACC-9550,Glenwood Office Supplies Services,"Sponsorship marketing of regional sports club — Kostanay centre, instalment 2",-16745927.38,USD
TXN-9847-0019,2025-12-08,ACC-9847,Cedarville Insurance Group,"Environmental liability insurance — Pavlodar block, period 03 2025",-4310804.97,USD
TXN-P5-0041,2025-12-08,ACC-7805,Ironwood Utility Solutions Ltd,"Withholding tax remittance — Ekibastuz block B, period 03",-486439.35,USD
TXN-9989-0042,2025-12-09,ACC-9989,Kingsley Building Services Group Service Centre,Capitalised interest charge — Q4 2025,-1514945.58,USD
TXN-P3-0048,2025-12-09,ACC-7803,Cedarville Maintenance Associates,"Corporate brand marketing programme — Oskemen unit, March",-1802146.12,USD
TXN-P4-0021,2025-12-09,ACC-7804,Ironwood Maintenance Group Works,"Product launch ad campaign — Kyzylorda station, May 2025",-211891.24,USD
TXN-9211-0022,2025-12-10,ACC-9211,Dunmore Payroll Corp (Shymkent depot),"Broadband telecom invoice — Uralsk annex, March",-10697218.59,USD
TXN-9457-0035,2025-12-11,ACC-9457,Hartley Catering LP (Pavlodar block),Interest recovery on overpayment — Taraz site,6848594.41,USD
TXN-9534-0014,2025-12-11,ACC-9534,Dunmore Courier Services,Marketing overbilling refund — December,190312.99,USD
TXN-9664-0001,2025-12-11,ACC-9664,Eastgate Catering Services LLP,"Interest credited on current account — Turkistan point, May",314661.44,USD
TXN-B4-0007,2025-12-11,ACC-7204,Dunmore Leasing Associates (Kostanay centre),Excise tax credit received — period 03,3156040.76,USD
TXN-P1-0018,2025-12-11,ACC-7801,Eastgate Logistics Inc (Uralsk annex),Advance profit tax instalment — Kostanay centre,-4731226.36,EUR
TXN-P8-0051,2025-12-11,ACC-7808,Hartley Property Solutions Trading House,Lease deposit released — March,394816.89,USD
TXN-9060-0030,2025-12-12,ACC-9060,Cedarville Consulting LP (Karaganda yard),Hourly staff payroll — instalment 2 2025,-77661.33,USD
TXN-P7-0036,2025-12-12,ACC-7807,Glenwood Waste Systems Trust Company,"Marketing volume rebate — Semey base, March",1821189.40,USD
TXN-P8-0010,2025-12-12,ACC-7808,Juniper Logistics Solutions,Unearned insurance premium return — Q4,6918308.23,USD
TXN-B4-0020,2025-12-13,ACC-7204,Vanguard Payroll Co (Pavlodar block),Office rent — Atyrau terminal,-4272373.11,USD
TXN-P3-0004,2025-12-13,ACC-7803,Cedarville Printing Services JSC (Ekibastuz block B),"Advance profit tax instalment — Turkistan point, H2",-607809.53,USD
TXN-P8-0009,2025-12-13,ACC-7808,Ashford Landscaping Holdings (Oskemen unit),Marketing overbilling refund — December,182205.42,USD
TXN-9114-0022,2025-12-14,ACC-9114,Foxridge Building Services Trust (Taraz site),"Digital media buy — display — Ekibastuz block B, September",-467535.69,USD
TXN-9125-0008,2025-12-14,ACC-9125,Initech Software Licenses (Ekibastuz block B),Municipal water charge — final call 2025,-360322.53,USD
TXN-B4-0012,2025-12-14,ACC-7204,Ashford Leasing Inc (Almaty office),Payroll top-up transfer — period 02 2025,-11367594.98,USD
TXN-9208-0041,2025-12-15,ACC-9208,Kingsley Facilities LP (Turkistan point),Interest on trade facility — January 2025,-3969230.58,USD
TXN-9371-0042,2025-12-15,ACC-9371,Juniper Janitorial Ltd (Atyrau terminal),"Marine cargo insurance premium — Pavlodar block, period 01",-323641.09,USD
TXN-9373-0021,2025-12-15,ACC-9373,Eastgate Consulting Co (Oskemen unit),Social tax remittance 2025,-3281485.95,USD
TXN-9147-0025,2025-12-16,ACC-9147,Foxridge Building Services Trust,Professional indemnity insurance — Astana branch,-1020576.85,USD
TXN-9303-0009,2025-12-16,ACC-9303,Eastgate Uniforms Services,"Land tax instalment — Atyrau terminal, instalment 3",-2794050.70,USD
TXN-9595-0032,2025-12-16,ACC-9595,Hartley Printing Co Supply (Almaty office),Telecom service credit received — Uralsk annex,1683121.80,USD
TXN-9254-0008,2025-12-17,ACC-9254,Eastgate Office Supplies Solutions (Almaty office),Telecom leased line — period 02,-453469.58,USD
TXN-9352-0015,2025-12-17,ACC-9352,Ironwood Cleaning LLC,Storage unit rent — Taraz site 2025,-2085410.90,USD
TXN-9404-0040,2025-12-17,ACC-9404,Cedarville Waste Systems Inc (Oskemen unit),Payroll accrual reversal — instalment 2 2025,188268.28,USD
TXN-9423-0034,2025-12-17,ACC-9423,Pioneer Payroll Bureau Group,Sewer discharge levy — Q3,-345309.50,USD
TXN-9739-0050,2025-12-17,ACC-9739,Glenwood Facilities Holdings (Semey base),Marketing photography and artwork — June,-1513856.93,USD
TXN-9770-0019,2025-12-17,ACC-9770,Dunmore Office Supplies Trust,"Unused ad campaign budget returned — Ekibastuz block B, period 01",394115.12,USD
TXN-9899-0046,2025-12-17,ACC-9899,Foxridge Water Works Inc (Zhezkazgan compound),Telecom service credit received — Taraz site 2025,304212.59,USD
TXN-P1-0011,2025-12-17,ACC-7801,Bridgeport Realty Inc Group,Media buy rate adjustment credit,2224775.30,USD
TXN-P6-0043,2025-12-17,ACC-7806,Kingsley Facilities LP (Zhezkazgan compound),"Professional indemnity insurance — Atyrau terminal, December 2025",-561992.88,USD
TXN-9772-0037,2025-12-18,ACC-9772,Foxridge Leasing Solutions (Taraz site),Executive payroll run — Karaganda yard,-1548453.53,USD
TXN-9107-0035,2025-12-19,ACC-9107,Dunmore Janitorial Services (Karaganda yard),Excise tax credit received — period 03,1015025.33,USD
TXN-9174-0017,2025-12-19,ACC-9174,Foxridge Catering Partners Holding,Marketing overbilling refund — Ekibastuz block B 2025,1888589.31,USD
TXN-9998-0005,2025-12-19,ACC-9998,Cedarville Cleaning Group Group,"Cold store lease — Pavlodar block, October 2025",-871840.30,USD
TXN-B1-0043,2025-12-19,ACC-7201,Cedarville Consulting LP Partners (Pavlodar block),Tax audit assessment payment — period 03,-602698.98,USD
TXN-P1-0051,2025-12-19,ACC-7801,Ashford Utility Corp Trading House,"Waste water charge — Aktobe hub, October 2025",-1507081.12,USD
TXN-P2-0044,2025-12-19,ACC-7802,Dunmore Maintenance Trust Service Centre (Almaty office),"Interest true-up charge — Almaty office, February 2025",-1333221.39,USD
TXN-9564-0036,2025-12-21,ACC-9564,Bridgeport Consulting Group Company (Taraz site),Interest on senior notes — Ekibastuz block B,-6329354.36,USD
TXN-9897-0023,2025-12-21,ACC-9897,Foxridge Telecom LP Supply (Almaty office),"Revolver interest — Zhezkazgan compound, August 2025",-355975.83,USD
TXN-9963-0047,2025-12-21,ACC-9963,Ironwood Stationery Solutions (Almaty office),Auto fleet insurance — Pavlodar block 2025,-1778650.99,USD
TXN-P6-0025,2025-12-21,ACC-7806,Eastgate Building Services Associates (Zhezkazgan compound),"Insurance broker rebate — Karaganda yard, October 2025",2472615.89,USD
TXN-9050-0005,2025-12-22,ACC-9050,Foxridge Property Associates (Semey base),"Broadband telecom invoice — Ekibastuz block B, Q1",-867902.27,USD
TXN-9130-0041,2025-12-22,ACC-9130,Eastgate Telecom Group,Tax overpayment refunded — Turkistan point 2025,10570457.94,USD
TXN-9280-0042,2025-12-22,ACC-9280,Bridgeport Logistics Corp (Pavlodar block),"Equipment yard lease — Kyzylorda station, instalment 2 2025",-623384.95,USD
TXN-9358-0021,2025-12-22,ACC-9358,Glenwood Office Supplies Services Group,"Excise tax credit received — Astana branch, H2 2025",912161.15,USD
TXN-B1-0004,2025-12-22,ACC-7201,Pavlodar Personnel Bureau LLP,Payroll settlement for operational staff 2025,-1284663.42,USD
TXN-B1-0024,2025-12-22,ACC-7201,Juniper Janitorial Ltd (Kostanay centre),Product launch ad campaign — Turkistan point 2025,-379295.13,USD
TXN-P10-0054,2025-12-22,ACC-7810,Ironwood Insurance LLC (Zhezkazgan compound),"Marketing photography and artwork — Aktobe hub, period 01",-321571.43,USD
TXN-P3-0022,2025-12-22,ACC-7803,Sentinel Insurance Group JSC,Revolver interest — Astana branch 2025,-408073.64,USD
TXN-P6-0032,2025-12-22,ACC-7806,Hartley Insurance Inc (Kostanay centre),Industry exhibition stand marketing — Oskemen unit 2025,-4123428.79,USD
TXN-9220-0031,2025-12-23,ACC-9220,Hartley Water Works LLP (Uralsk annex),Digital media buy — search — Almaty office,-11121717.43,USD
TXN-9398-0014,2025-12-23,ACC-9398,Ironwood Landscaping Inc (Aktobe hub),Warehouse contents insurance — Q2,-1662401.84,USD
TXN-9474-0039,2025-12-23,ACC-9474,Ashford Consulting Partners,"Credit facility interest — Kostanay centre, period 02 2025",-762527.94,USD
TXN-9846-0032,2025-12-23,ACC-9846,Eastgate Printing Group,Compressed air utility charge — Turkistan point,-523583.88,USD
TXN-B4-0023,2025-12-23,ACC-7204,Juniper Office Supplies LP Ltd,Social tax remittance — Atyrau terminal 2025,-8272816.97,USD
TXN-P2-0048,2025-12-23,ACC-7802,Dunmore Courier Services Holding,Tax penalty settlement charge 2025,-245067.17,USD
TXN-P4-0011,2025-12-23,ACC-7804,Hartley Logistics Associates (Atyrau terminal),"Tax assessment reversal — Karaganda yard, June 2025",8005272.76,USD
TXN-9317-0044,2025-12-24,ACC-9317,Ironwood Utility Solutions (Atyrau terminal),Electricity network capacity charge — Turkistan point,-1328025.97,USD
TXN-9827-0026,2025-12-24,ACC-9827,Eastgate Security Holdings (Turkistan point),Land tax instalment — Zhezkazgan compound 2025,-581681.54,USD
TXN-9980-0015,2025-12-24,ACC-9980,Ashford Water Works Group Service Centre (Aktobe hub),Interest recovery on overpayment — Q1 2025,10347418.13,USD
TXN-P9-0051,2025-12-24,ACC-7809,Hartley Logistics Associates,Regional marketing campaign production — Zhezkazgan compound,-680651.10,USD
TXN-9690-0038,2025-12-25,ACC-9690,Ashford Stationery Corp Group,Customs duty and tax payment — April 2025,-7631645.77,USD
TXN-9942-0033,2025-12-25,ACC-9942,Bridgeport Power Corp Service Centre,"Digital media buy — search — Pavlodar block, June",-194904.38,USD
TXN-9946-0028,2025-12-25,ACC-9946,Dunmore Payroll Corp,"Digital media buy — display — Ekibastuz block B, September",-352025.76,USD
TXN-P9-0008,2025-12-25,ACC-7809,Hartley Consulting LLC,Withholding tax reclaim received — Zhezkazgan compound,5133778.18,USD
TXN-9068-0014,2025-12-26,ACC-9068,Juniper Printing Inc (Oskemen unit),Payroll for laboratory staff — Uralsk annex 2025,-459935.41,USD
TXN-9413-0016,2025-12-26,ACC-9413,Glenwood Realty Solutions (Aktobe hub),"Interest on bridge facility — Oskemen unit, Q4",-5503738.54,USD
TXN-B4-0045,2025-12-26,ACC-7204,Foxridge Power LLC Works,Tax overpayment refunded — Q2 2025,438746.22,USD
TXN-P3-0044,2025-12-26,ACC-7803,Cedarville Property Inc,Revolver interest — instalment 2 2025,-3331769.29,USD
TXN-P7-0005,2025-12-26,ACC-7807,Pioneer Payroll Bureau (Kyzylorda station),"Payroll for security detail — Kyzylorda station, period 04",-6770546.94,USD
TXN-9422-0019,2025-12-27,ACC-9422,Cedarville Catering Solutions Group (Turkistan point),"Marketing volume rebate — Semey base, March 2025",329836.80,USD
TXN-9195-0041,2025-12-28,ACC-9195,Juniper Printing Inc Trading House (Turkistan point),Default interest charge — Uralsk annex,-415998.80,USD
TXN-9379-0037,2025-12-28,ACC-9379,Juniper Cleaning (Almaty office),Tax penalty settlement charge — June,-1787565.68,USD
TXN-9814-0045,2025-12-28,ACC-9814,Ironwood Security LP,Marketing research panel subscription — December,-547692.09,USD
TXN-P10-0015,2025-12-28,ACC-7810,Beacon Tax Advisors,"Interest on export credit line — Semey base, December",-920041.07,USD
TXN-9920-0038,2025-12-29,ACC-9920,Bridgeport Courier Solutions Supply,Executive payroll run — Turkistan point 2025,-398047.79,USD
TXN-P6-0010,2025-12-29,ACC-7806,Dunmore Property LLC Holding,Corporate income tax instalment — Semey base,-2100935.52,USD
TXN-P7-0016,2025-12-29,ACC-7807,Dunmore Payroll Corp (Pavlodar block),Cold store lease — August 2025,-4160796.31,USD
TXN-P8-0035,2025-12-29,ACC-7808,Ironwood Courier Co (Oskemen unit),"Customer newsletter marketing production — Zhezkazgan compound, September",-142950.51,USD
TXN-9151-0002,2025-12-30,ACC-9151,Bridgeport Payroll Group (Ekibastuz block B),Industry exhibition stand marketing — Atyrau terminal 2025,-12662423.24,USD
TXN-9003-0023,2025-12-31,ACC-9003,Dunmore Stationery Inc (Kostanay centre),Payroll top-up transfer — Zhezkazgan compound,-10370738.26,USD
